Unnamed: 0,StudentId,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Gender_female,Gender_male,LunchType_free/reduced,LunchType_standard
801.0,424146.0,male,1,0,standard,0,2,0,0,5.0,0,1,93.0,88.0,85.0,1.0,0.0,1.0,0.0
802.0,570024.0,male,3,5,free/reduced,0,1,2,1,2.0,1,0,92.0,83.0,89.0,1.0,0.0,0.0,1.0
803.0,340861.0,male,2,1,standard,1,1,0,1,0.0,0,1,79.0,63.0,64.0,1.0,0.0,0.0,1.0
804.0,165708.0,female,0,2,standard,1,1,2,0,3.0,0,0,82.0,100.0,96.0,1.0,0.0,0.0,1.0
805.0,910250.0,female,4,5,standard,1,1,2,1,3.0,1,1,75.0,83.0,75.0,1.0,0.0,0.0,1.0
806.0,610209.0,male,3,5,free/reduced,0,1,2,1,3.0,1,2,69.0,64.0,73.0,1.0,0.0,0.0,1.0
808.0,615093.0,male,3,5,standard,1,0,1,1,3.0,0,0,87.0,69.0,75.0,0.0,1.0,0.0,1.0
809.0,326300.0,male,2,1,standard,1,1,2,1,0.0,1,1,57.0,64.0,62.0,0.0,1.0,0.0,1.0
810.0,249608.0,male,3,0,free/reduced,1,0,0,1,0.0,1,0,71.0,72.0,75.0,0.0,1.0,1.0,0.0
811.0,231866.0,female,4,5,free/reduced,0,1,2,1,4.0,2,0,91.0,100.0,100.0,0.0,1.0,1.0,0.0
812.0,582264.0,male,3,5,standard,0,1,2,1,1.0,1,1,83.0,73.0,69.0,1.0,0.0,0.0,1.0
814.0,450132.0,female,2,2,free/reduced,1,1,1,0,1.0,0,1,59.0,70.0,65.0,1.0,0.0,0.0,1.0
815.0,779159.0,female,2,1,standard,1,1,2,1,3.0,0,1,76.0,86.0,84.0,0.0,1.0,0.0,1.0
817.0,605248.0,male,3,5,free/reduced,1,1,1,0,3.0,0,2,59.0,53.0,50.0,0.0,1.0,0.0,1.0
818.0,877442.0,female,3,6,standard,1,1,2,0,2.0,0,0,55.0,60.0,65.0,0.0,1.0,0.0,1.0
819.0,289748.0,female,1,6,standard,0,1,1,1,3.0,1,2,46.0,60.0,53.0,1.0,0.0,0.0,1.0
820.0,590027.0,female,3,0,standard,0,1,1,1,2.0,0,2,84.0,100.0,100.0,0.0,1.0,1.0,0.0
821.0,919550.0,female,2,6,standard,1,2,2,1,2.0,0,1,72.0,82.0,82.0,0.0,1.0,1.0,0.0
822.0,567099.0,female,3,5,standard,1,0,2,1,1.0,1,1,54.0,69.0,64.0,0.0,1.0,1.0,0.0
824.0,650684.0,female,2,6,standard,0,1,2,0,2.0,0,0,82.0,87.0,90.0,0.0,1.0,0.0,1.0
825.0,464325.0,male,2,6,free/reduced,1,1,2,0,1.0,1,0,62.0,51.0,46.0,1.0,0.0,0.0,1.0
826.0,399724.0,female,3,3,standard,0,2,0,0,4.0,1,1,53.0,69.0,68.0,1.0,0.0,1.0,0.0
827.0,851773.0,male,2,5,standard,1,1,2,1,1.0,0,0,83.0,76.0,68.0,1.0,0.0,1.0,0.0
828.0,881674.0,female,4,2,standard,0,1,2,0,4.0,2,0,85.0,88.0,90.0,0.0,1.0,1.0,0.0
829.0,675859.0,female,2,1,free/reduced,1,1,2,1,3.0,0,0,87.0,91.0,86.0,0.0,1.0,0.0,1.0
830.0,670270.0,male,4,5,free/reduced,1,0,1,1,2.0,0,0,49.0,38.0,41.0,0.0,1.0,0.0,1.0
831.0,736712.0,male,2,3,standard,1,1,1,1,1.0,0,1,100.0,100.0,100.0,1.0,0.0,0.0,1.0
832.0,537761.0,male,4,3,free/reduced,1,2,2,1,0.0,1,1,62.0,54.0,58.0,0.0,1.0,0.0,1.0
833.0,544645.0,male,3,6,standard,0,1,1,0,4.0,0,1,78.0,81.0,80.0,1.0,0.0,0.0,1.0
834.0,696148.0,male,2,3,standard,0,0,1,1,0.0,1,0,57.0,56.0,53.0,0.0,1.0,0.0,1.0
835.0,489546.0,female,3,6,free/reduced,1,0,2,1,2.0,1,1,44.0,60.0,56.0,1.0,0.0,0.0,1.0
836.0,397213.0,male,3,1,free/reduced,1,1,1,1,2.0,1,2,55.0,48.0,58.0,0.0,1.0,0.0,1.0
837.0,682739.0,female,2,5,standard,1,1,1,1,1.0,1,1,67.0,67.0,68.0,0.0,1.0,0.0,1.0
838.0,358885.0,female,2,6,standard,1,2,2,1,3.0,0,2,69.0,60.0,64.0,0.0,1.0,0.0,1.0
840.0,963719.0,male,2,4,standard,1,2,2,1,2.0,0,1,70.0,61.0,58.0,0.0,1.0,1.0,0.0
841.0,120036.0,female,2,2,standard,1,2,2,0,1.0,1,0,47.0,51.0,58.0,1.0,0.0,1.0,0.0
842.0,479604.0,male,2,2,free/reduced,1,1,2,1,2.0,2,0,54.0,63.0,56.0,1.0,0.0,1.0,0.0
843.0,790861.0,male,0,4,standard,0,1,1,1,3.0,0,0,97.0,96.0,96.0,1.0,0.0,1.0,0.0
844.0,935798.0,male,1,0,standard,1,1,1,1,2.0,0,1,63.0,53.0,61.0,1.0,0.0,0.0,1.0
845.0,736031.0,male,4,2,free/reduced,1,2,1,1,3.0,1,1,50.0,49.0,47.0,0.0,1.0,1.0,0.0
846.0,329438.0,female,3,5,free/reduced,0,1,2,0,3.0,0,0,64.0,76.0,76.0,1.0,0.0,1.0,0.0
847.0,513020.0,female,4,0,standard,1,2,1,1,1.0,1,0,54.0,69.0,61.0,0.0,1.0,0.0,1.0
848.0,586229.0,male,2,5,free/reduced,1,2,2,1,3.0,1,1,64.0,64.0,59.0,1.0,0.0,0.0,1.0
849.0,255068.0,female,2,2,free/reduced,0,1,1,1,2.0,1,1,55.0,56.0,67.0,1.0,0.0,1.0,0.0
850.0,349267.0,male,2,0,standard,1,1,2,1,1.0,0,1,62.0,58.0,57.0,1.0,0.0,0.0,1.0
851.0,218916.0,male,3,6,standard,1,2,2,1,2.0,1,0,64.0,62.0,53.0,1.0,0.0,0.0,1.0
852.0,997739.0,female,3,5,standard,0,1,2,1,2.0,1,0,75.0,91.0,93.0,1.0,0.0,0.0,1.0
853.0,317243.0,female,2,5,standard,1,1,2,0,3.0,1,1,88.0,88.0,86.0,0.0,1.0,1.0,0.0
856.0,986135.0,male,1,5,free/reduced,1,1,0,0,3.0,1,0,34.0,28.0,28.0,1.0,0.0,1.0,0.0
857.0,519666.0,male,3,0,free/reduced,1,0,1,1,0.0,1,0,59.0,56.0,58.0,1.0,0.0,0.0,1.0
858.0,515766.0,female,1,3,standard,1,0,1,1,0.0,1,1,60.0,87.0,81.0,0.0,1.0,0.0,1.0
860.0,458894.0,female,1,3,free/reduced,1,1,2,0,2.0,1,2,74.0,75.0,82.0,1.0,0.0,0.0,1.0
861.0,748356.0,male,3,2,standard,1,1,2,1,0.0,1,1,81.0,74.0,71.0,0.0,1.0,0.0,1.0
862.0,832540.0,female,3,3,standard,1,0,0,0,2.0,0,2,80.0,89.0,91.0,1.0,0.0,0.0,1.0
863.0,612442.0,male,2,6,free/reduced,1,1,2,1,3.0,1,1,23.0,24.0,16.0,1.0,0.0,1.0,0.0
865.0,397041.0,female,3,5,free/reduced,0,0,2,0,4.0,0,0,66.0,78.0,80.0,1.0,0.0,1.0,0.0
867.0,397158.0,male,4,5,standard,0,1,2,1,1.0,1,1,61.0,56.0,55.0,1.0,0.0,1.0,0.0
868.0,364150.0,male,1,4,standard,1,1,2,1,4.0,1,0,91.0,76.0,75.0,0.0,1.0,0.0,1.0
869.0,846148.0,male,3,0,standard,1,0,2,1,2.0,2,0,82.0,74.0,79.0,0.0,1.0,0.0,1.0
870.0,922093.0,female,2,4,free/reduced,1,2,2,0,2.0,0,0,44.0,56.0,54.0,1.0,0.0,0.0,1.0
871.0,325221.0,female,3,5,standard,1,1,1,0,5.0,0,1,42.0,47.0,58.0,0.0,1.0,0.0,1.0
872.0,901261.0,female,0,6,standard,1,1,1,1,2.0,1,2,80.0,84.0,85.0,0.0,1.0,0.0,1.0
873.0,993962.0,female,2,5,standard,1,0,2,1,1.0,1,2,62.0,63.0,64.0,0.0,1.0,1.0,0.0
874.0,193665.0,female,3,2,free/reduced,0,1,2,0,1.0,1,0,39.0,49.0,56.0,0.0,1.0,1.0,0.0
875.0,548953.0,female,2,1,free/reduced,1,3,2,1,0.0,1,0,74.0,85.0,91.0,1.0,0.0,0.0,1.0
876.0,495087.0,female,1,6,standard,1,1,1,1,2.0,0,0,70.0,77.0,70.0,1.0,0.0,0.0,1.0
877.0,329889.0,male,3,2,standard,1,1,1,1,3.0,1,1,84.0,88.0,86.0,1.0,0.0,1.0,0.0
878.0,291447.0,female,3,5,free/reduced,1,1,0,1,2.0,1,0,58.0,67.0,66.0,0.0,1.0,0.0,1.0
879.0,380711.0,male,1,3,standard,1,0,0,1,0.0,1,0,82.0,79.0,73.0,0.0,1.0,0.0,1.0
880.0,964160.0,female,2,3,standard,1,0,2,0,1.0,0,0,67.0,79.0,79.0,0.0,1.0,1.0,0.0
881.0,107038.0,male,2,6,standard,1,0,1,1,3.0,0,0,90.0,71.0,75.0,1.0,0.0,0.0,1.0
882.0,801263.0,female,1,0,free/reduced,0,0,0,0,1.0,0,1,72.0,88.0,86.0,1.0,0.0,1.0,0.0
883.0,912112.0,female,2,6,standard,1,1,1,1,0.0,1,0,72.0,91.0,85.0,1.0,0.0,0.0,1.0
884.0,371652.0,male,2,6,free/reduced,1,2,1,1,1.0,2,0,51.0,47.0,36.0,0.0,1.0,0.0,1.0
885.0,943251.0,male,1,5,free/reduced,1,2,1,1,3.0,2,0,89.0,79.0,66.0,1.0,0.0,0.0,1.0
886.0,902855.0,male,3,5,standard,1,1,0,1,1.0,0,1,48.0,55.0,47.0,0.0,1.0,0.0,1.0
887.0,700585.0,female,1,6,standard,1,1,1,0,1.0,1,1,61.0,68.0,71.0,0.0,1.0,0.0,1.0
888.0,929645.0,male,3,0,standard,0,1,2,0,1.0,0,1,83.0,78.0,78.0,0.0,1.0,0.0,1.0
890.0,551986.0,male,1,2,free/reduced,0,1,1,1,1.0,2,1,52.0,57.0,55.0,0.0,1.0,1.0,0.0
891.0,118246.0,female,2,6,standard,0,0,1,1,2.0,0,0,66.0,63.0,70.0,0.0,1.0,0.0,1.0
893.0,716125.0,female,1,5,standard,1,1,2,1,6.0,0,0,92.0,91.0,94.0,0.0,1.0,0.0,1.0
894.0,180320.0,female,1,6,free/reduced,0,0,2,1,2.0,0,0,45.0,56.0,57.0,1.0,0.0,0.0,1.0
895.0,491634.0,male,2,1,free/reduced,0,1,0,1,0.0,0,0,60.0,65.0,62.0,1.0,0.0,0.0,1.0
896.0,674363.0,female,1,0,free/reduced,1,1,1,1,2.0,1,0,58.0,72.0,68.0,1.0,0.0,0.0,1.0
897.0,600284.0,female,2,2,standard,1,1,0,1,5.0,0,2,79.0,91.0,86.0,0.0,1.0,0.0,1.0
898.0,975647.0,male,2,6,standard,0,2,2,1,0.0,2,1,64.0,71.0,70.0,0.0,1.0,1.0,0.0
899.0,274678.0,female,2,2,free/reduced,1,1,2,1,1.0,2,2,62.0,73.0,72.0,1.0,0.0,1.0,0.0
900.0,660626.0,male,2,3,standard,1,1,1,0,3.0,1,0,54.0,61.0,52.0,0.0,1.0,1.0,0.0
901.0,390381.0,female,3,6,standard,1,1,2,1,2.0,1,1,67.0,71.0,69.0,0.0,1.0,0.0,1.0
903.0,403057.0,female,3,0,standard,0,1,1,0,3.0,1,0,99.0,100.0,100.0,1.0,0.0,1.0,0.0
905.0,301555.0,male,2,0,standard,1,0,1,1,0.0,0,1,61.0,52.0,50.0,1.0,0.0,1.0,0.0
906.0,130158.0,female,2,3,standard,0,2,2,1,0.0,1,0,80.0,97.0,100.0,1.0,0.0,0.0,1.0
907.0,955544.0,male,0,2,standard,1,1,2,0,4.0,0,2,62.0,64.0,61.0,1.0,0.0,1.0,0.0
908.0,813611.0,male,1,5,standard,1,1,2,1,6.0,0,0,72.0,76.0,72.0,1.0,0.0,0.0,1.0
910.0,833866.0,male,2,3,standard,1,1,2,0,3.0,0,2,74.0,62.0,59.0,1.0,0.0,0.0,1.0
911.0,253785.0,male,0,1,standard,0,2,1,1,1.0,0,1,67.0,74.0,75.0,1.0,0.0,0.0,1.0
912.0,824513.0,male,2,0,standard,1,0,2,1,2.0,1,0,53.0,35.0,38.0,0.0,1.0,0.0,1.0
913.0,993723.0,female,1,5,standard,0,2,2,1,1.0,1,2,48.0,50.0,53.0,0.0,1.0,0.0,1.0
914.0,154829.0,male,2,1,free/reduced,1,1,1,0,5.0,1,2,58.0,60.0,57.0,1.0,0.0,0.0,1.0
915.0,844545.0,female,2,0,free/reduced,0,0,2,1,2.0,0,0,59.0,64.0,63.0,0.0,1.0,0.0,1.0
916.0,808279.0,male,2,5,standard,0,3,2,1,2.0,0,0,62.0,59.0,60.0,1.0,0.0,0.0,1.0
918.0,958111.0,male,3,0,standard,1,2,2,1,3.0,0,0,65.0,75.0,71.0,1.0,0.0,1.0,0.0
919.0,672459.0,male,2,5,standard,1,0,1,0,1.0,1,0,89.0,78.0,85.0,1.0,0.0,0.0,1.0
920.0,225133.0,female,1,0,standard,1,0,2,1,2.0,0,0,50.0,59.0,60.0,0.0,1.0,1.0,0.0
921.0,658212.0,female,1,6,standard,1,2,2,1,1.0,2,1,63.0,77.0,72.0,0.0,1.0,1.0,0.0
922.0,552828.0,female,2,2,standard,0,2,1,0,4.0,1,0,78.0,85.0,85.0,0.0,1.0,0.0,1.0
923.0,177499.0,female,1,0,free/reduced,0,0,2,1,1.0,0,2,19.0,36.0,32.0,1.0,0.0,0.0,1.0
924.0,503839.0,male,1,2,free/reduced,1,2,2,1,3.0,1,0,49.0,56.0,48.0,1.0,0.0,0.0,1.0
925.0,790495.0,male,2,6,free/reduced,0,1,2,1,4.0,0,0,74.0,87.0,78.0,1.0,0.0,0.0,1.0
926.0,491604.0,female,3,6,standard,1,1,1,1,1.0,2,2,68.0,60.0,66.0,0.0,1.0,1.0,0.0
927.0,440258.0,male,3,0,standard,1,1,1,1,4.0,0,0,92.0,82.0,88.0,1.0,0.0,0.0,1.0
928.0,950038.0,male,2,0,standard,0,1,2,0,4.0,1,2,74.0,69.0,67.0,0.0,1.0,0.0,1.0
929.0,397533.0,male,1,0,free/reduced,1,2,2,1,2.0,1,0,60.0,60.0,56.0,1.0,0.0,0.0,1.0
930.0,929816.0,male,3,0,free/reduced,0,0,1,1,5.0,0,1,73.0,70.0,70.0,0.0,1.0,1.0,0.0
931.0,570965.0,male,2,5,free/reduced,1,2,1,1,2.0,1,0,66.0,64.0,62.0,1.0,0.0,0.0,1.0
932.0,272168.0,male,3,1,free/reduced,1,2,2,0,1.0,0,0,71.0,81.0,76.0,1.0,0.0,0.0,1.0
933.0,793403.0,female,0,1,standard,1,1,2,1,2.0,1,1,91.0,98.0,94.0,0.0,1.0,1.0,0.0
934.0,187631.0,male,1,5,standard,1,0,0,1,3.0,1,0,27.0,28.0,19.0,1.0,0.0,1.0,0.0
935.0,275047.0,male,3,5,standard,0,0,1,0,1.0,0,0,95.0,84.0,92.0,0.0,1.0,1.0,0.0
936.0,139788.0,male,1,5,standard,1,2,1,1,3.0,1,1,59.0,54.0,51.0,1.0,0.0,1.0,0.0
937.0,846432.0,male,1,4,standard,1,0,1,1,1.0,0,0,73.0,48.0,47.0,1.0,0.0,0.0,1.0
938.0,611470.0,male,1,2,free/reduced,1,2,2,0,3.0,1,0,71.0,70.0,66.0,1.0,0.0,0.0,1.0
939.0,312085.0,male,2,4,standard,0,1,2,1,4.0,0,2,82.0,81.0,77.0,1.0,0.0,1.0,0.0
940.0,105449.0,male,2,5,free/reduced,1,2,2,0,1.0,0,0,62.0,52.0,52.0,1.0,0.0,0.0,1.0
941.0,541900.0,female,2,5,standard,0,1,2,1,1.0,1,1,64.0,73.0,80.0,1.0,0.0,0.0,1.0
942.0,860952.0,female,2,4,standard,1,1,2,0,2.0,1,0,85.0,100.0,99.0,1.0,0.0,1.0,0.0
943.0,492542.0,male,0,6,free/reduced,1,1,1,1,2.0,1,0,69.0,65.0,70.0,0.0,1.0,0.0,1.0
944.0,734785.0,male,3,2,standard,0,2,0,0,3.0,2,0,79.0,73.0,78.0,1.0,0.0,0.0,1.0
945.0,826297.0,female,2,0,free/reduced,1,2,2,0,1.0,0,2,71.0,80.0,82.0,1.0,0.0,1.0,0.0
946.0,321548.0,female,3,6,standard,1,0,1,1,2.0,1,0,97.0,100.0,100.0,0.0,1.0,0.0,1.0
948.0,263416.0,male,2,2,free/reduced,1,1,1,0,1.0,1,1,56.0,55.0,51.0,1.0,0.0,0.0,1.0
949.0,349652.0,male,2,6,free/reduced,1,1,0,1,3.0,0,0,49.0,50.0,42.0,0.0,1.0,1.0,0.0
950.0,713565.0,female,2,0,standard,1,1,2,0,1.0,0,1,76.0,83.0,88.0,1.0,0.0,0.0,1.0
951.0,122700.0,male,2,5,standard,0,1,1,1,0.0,1,0,78.0,74.0,80.0,1.0,0.0,0.0,1.0
952.0,540512.0,female,2,2,standard,1,1,1,1,1.0,1,1,83.0,78.0,81.0,0.0,1.0,0.0,1.0
953.0,591570.0,female,2,2,free/reduced,0,2,2,0,7.0,1,0,65.0,77.0,73.0,0.0,1.0,0.0,1.0
954.0,132027.0,male,0,2,free/reduced,1,2,2,1,3.0,1,0,25.0,25.0,23.0,0.0,1.0,0.0,1.0
955.0,685172.0,female,0,3,free/reduced,1,1,2,0,2.0,0,2,48.0,73.0,72.0,1.0,0.0,0.0,1.0
957.0,582927.0,male,3,0,free/reduced,1,1,2,1,3.0,0,0,45.0,51.0,46.0,1.0,0.0,0.0,1.0
958.0,263818.0,male,2,0,standard,1,1,2,0,4.0,0,2,60.0,53.0,59.0,1.0,0.0,0.0,1.0
959.0,871228.0,female,2,2,standard,0,0,1,1,6.0,1,0,81.0,90.0,85.0,0.0,1.0,0.0,1.0
960.0,531355.0,female,1,6,free/reduced,1,2,2,0,2.0,1,0,46.0,65.0,62.0,0.0,1.0,1.0,0.0
961.0,889077.0,female,4,3,standard,0,0,2,1,4.0,1,2,70.0,78.0,82.0,1.0,0.0,1.0,0.0
962.0,168975.0,male,3,5,standard,1,1,1,1,1.0,1,0,93.0,83.0,88.0,0.0,1.0,1.0,0.0
963.0,683878.0,female,3,3,free/reduced,1,2,1,1,4.0,1,1,81.0,89.0,86.0,0.0,1.0,0.0,1.0
964.0,513595.0,male,3,1,standard,0,2,2,0,1.0,0,2,67.0,71.0,70.0,0.0,1.0,0.0,1.0
965.0,744224.0,female,2,6,free/reduced,1,1,2,1,4.0,1,1,64.0,77.0,73.0,1.0,0.0,0.0,1.0
966.0,424048.0,female,1,4,free/reduced,1,1,2,1,1.0,1,2,63.0,76.0,69.0,0.0,1.0,0.0,1.0
967.0,293272.0,male,2,0,standard,1,1,2,1,3.0,1,0,51.0,48.0,42.0,0.0,1.0,1.0,0.0
969.0,714688.0,female,3,0,free/reduced,0,1,1,1,3.0,0,2,56.0,71.0,71.0,0.0,1.0,0.0,1.0
971.0,705030.0,male,3,2,standard,0,0,2,0,3.0,0,0,70.0,70.0,69.0,0.0,1.0,0.0,1.0
972.0,278995.0,male,1,0,standard,1,1,2,0,1.0,1,2,74.0,65.0,61.0,0.0,1.0,0.0,1.0
973.0,864464.0,male,3,5,free/reduced,1,2,2,1,0.0,1,1,63.0,74.0,67.0,0.0,1.0,0.0,1.0
974.0,706198.0,male,3,5,free/reduced,1,1,2,1,2.0,1,0,83.0,79.0,73.0,1.0,0.0,0.0,1.0
975.0,300203.0,male,4,6,standard,0,1,1,1,0.0,1,1,99.0,95.0,100.0,1.0,0.0,0.0,1.0
976.0,419973.0,female,2,1,free/reduced,1,2,2,0,1.0,0,0,62.0,79.0,73.0,0.0,1.0,1.0,0.0
977.0,315840.0,male,3,1,free/reduced,1,1,2,1,1.0,1,0,38.0,41.0,36.0,0.0,1.0,0.0,1.0
978.0,849053.0,male,2,6,standard,0,1,2,1,1.0,1,0,63.0,56.0,61.0,1.0,0.0,0.0,1.0
979.0,991948.0,female,3,2,standard,1,1,2,1,3.0,1,2,62.0,79.0,75.0,0.0,1.0,0.0,1.0
981.0,746960.0,male,2,0,standard,1,1,2,0,2.0,1,1,59.0,59.0,54.0,1.0,0.0,0.0,1.0
982.0,547970.0,female,1,1,free/reduced,1,1,2,1,1.0,1,1,63.0,81.0,75.0,1.0,0.0,0.0,1.0
983.0,782040.0,female,2,5,standard,1,1,1,1,2.0,1,1,63.0,67.0,60.0,0.0,1.0,0.0,1.0
985.0,696661.0,male,4,0,free/reduced,1,2,2,1,2.0,1,0,78.0,69.0,63.0,1.0,0.0,0.0,1.0
986.0,337006.0,male,4,6,free/reduced,1,0,2,1,4.0,1,1,39.0,32.0,26.0,0.0,1.0,0.0,1.0
987.0,741878.0,female,2,2,standard,0,1,0,1,3.0,0,0,73.0,92.0,89.0,0.0,1.0,0.0,1.0
988.0,812608.0,male,2,2,standard,1,1,2,1,0.0,1,1,68.0,71.0,66.0,0.0,1.0,1.0,0.0
989.0,424061.0,male,2,2,standard,0,1,2,0,3.0,2,0,56.0,61.0,59.0,1.0,0.0,1.0,0.0
990.0,421936.0,male,1,0,free/reduced,0,2,1,1,4.0,1,1,56.0,68.0,65.0,0.0,1.0,1.0,0.0
991.0,652526.0,female,4,5,standard,1,1,2,1,1.0,0,0,78.0,86.0,83.0,1.0,0.0,0.0,1.0
993.0,448486.0,male,0,2,standard,1,1,2,0,3.0,0,0,78.0,70.0,70.0,1.0,0.0,0.0,1.0
994.0,842276.0,female,2,1,standard,1,1,1,1,2.0,0,2,72.0,79.0,76.0,0.0,1.0,1.0,0.0
995.0,779906.0,male,3,6,standard,0,2,1,1,4.0,1,0,63.0,46.0,49.0,0.0,1.0,0.0,1.0
996.0,381287.0,male,1,4,standard,1,1,0,0,2.0,0,2,71.0,63.0,60.0,1.0,0.0,0.0,1.0
997.0,646220.0,male,4,0,standard,1,1,1,0,3.0,1,0,71.0,63.0,64.0,0.0,1.0,0.0,1.0
998.0,792811.0,female,2,6,standard,1,0,2,1,3.0,1,0,64.0,78.0,74.0,1.0,0.0,0.0,1.0
999.0,251864.0,female,4,6,standard,1,1,1,0,3.0,0,0,74.0,75.0,73.0,0.0,1.0,1.0,0.0
0.0,295682.0,female,0,5,standard,0,1,1,1,5.0,0,2,86.0,96.0,99.0,0.0,1.0,0.0,1.0
1.0,156630.0,male,2,2,standard,0,1,1,1,0.0,1,0,72.0,73.0,68.0,0.0,1.0,0.0,1.0
2.0,341453.0,female,2,0,free/reduced,0,1,1,1,1.0,0,0,58.0,70.0,70.0,1.0,0.0,1.0,0.0
3.0,266796.0,male,2,0,free/reduced,1,1,1,1,3.0,0,0,81.0,84.0,74.0,1.0,0.0,0.0,1.0
4.0,581619.0,female,4,5,free/reduced,1,1,1,1,3.0,0,1,86.0,83.0,85.0,0.0,1.0,0.0,1.0
5.0,796883.0,male,2,2,free/reduced,0,1,2,1,3.0,2,0,58.0,64.0,57.0,1.0,0.0,0.0,1.0
6.0,111037.0,female,2,0,free/reduced,1,2,2,0,4.0,0,1,41.0,63.0,62.0,0.0,1.0,0.0,1.0
7.0,821027.0,female,3,2,free/reduced,1,0,2,0,1.0,0,2,59.0,75.0,62.0,1.0,0.0,1.0,0.0
8.0,445366.0,female,2,1,standard,1,1,2,1,1.0,1,0,82.0,88.0,93.0,0.0,1.0,0.0,1.0
9.0,653374.0,male,2,5,standard,1,0,1,1,2.0,2,0,65.0,59.0,61.0,0.0,1.0,1.0,0.0
10.0,753491.0,female,2,4,standard,0,1,1,0,3.0,0,0,75.0,88.0,94.0,0.0,1.0,1.0,0.0
11.0,536953.0,female,2,2,free/reduced,1,2,2,1,0.0,1,0,33.0,49.0,46.0,0.0,1.0,0.0,1.0
12.0,682657.0,male,3,6,free/reduced,1,1,0,0,1.0,0,0,56.0,61.0,54.0,0.0,1.0,0.0,1.0
13.0,944440.0,male,3,6,standard,0,1,0,1,1.0,1,0,66.0,64.0,63.0,0.0,1.0,1.0,0.0
14.0,702459.0,male,3,5,standard,1,1,1,1,2.0,0,1,79.0,68.0,67.0,0.0,1.0,0.0,1.0
15.0,558203.0,male,3,5,free/reduced,0,1,1,1,3.0,1,0,64.0,65.0,72.0,0.0,1.0,0.0,1.0
16.0,783105.0,female,4,5,standard,0,1,1,0,3.0,1,2,78.0,82.0,84.0,1.0,0.0,0.0,1.0
17.0,457556.0,male,3,2,standard,1,1,1,1,2.0,1,0,84.0,80.0,77.0,1.0,0.0,0.0,1.0
18.0,765981.0,male,0,0,standard,1,0,2,1,2.0,2,0,71.0,51.0,52.0,1.0,0.0,0.0,1.0
19.0,434305.0,female,4,2,standard,1,1,2,1,0.0,2,0,70.0,69.0,61.0,1.0,0.0,1.0,0.0
20.0,292749.0,female,2,5,standard,0,0,2,1,3.0,0,2,78.0,82.0,87.0,0.0,1.0,0.0,1.0
22.0,307004.0,female,4,3,free/reduced,1,0,2,1,1.0,0,2,93.0,91.0,98.0,0.0,1.0,0.0,1.0
23.0,999953.0,female,4,6,free/reduced,1,1,1,0,2.0,1,2,53.0,54.0,52.0,0.0,1.0,1.0,0.0
24.0,453134.0,female,4,0,free/reduced,0,1,2,1,2.0,0,1,64.0,76.0,72.0,1.0,0.0,1.0,0.0
25.0,770953.0,female,1,6,standard,1,1,1,1,0.0,0,0,48.0,52.0,53.0,1.0,0.0,0.0,1.0
26.0,255174.0,female,1,5,free/reduced,1,0,2,1,1.0,0,2,59.0,73.0,70.0,0.0,1.0,0.0,1.0
27.0,211588.0,male,3,6,free/reduced,1,1,2,0,3.0,1,0,64.0,70.0,67.0,1.0,0.0,0.0,1.0
29.0,800064.0,female,4,3,standard,0,2,1,0,2.0,0,0,95.0,89.0,98.0,1.0,0.0,1.0,0.0
30.0,859185.0,female,1,5,standard,1,1,2,1,3.0,0,1,65.0,81.0,80.0,1.0,0.0,0.0,1.0
31.0,406238.0,female,4,6,standard,0,1,2,0,1.0,1,1,70.0,82.0,78.0,0.0,1.0,0.0,1.0
32.0,263413.0,female,2,5,standard,1,1,2,0,3.0,1,2,73.0,78.0,81.0,0.0,1.0,1.0,0.0
33.0,405904.0,male,4,3,free/reduced,1,2,2,0,2.0,0,0,67.0,58.0,56.0,1.0,0.0,1.0,0.0
34.0,829150.0,male,1,6,free/reduced,1,0,1,1,0.0,0,0,55.0,44.0,36.0,0.0,1.0,1.0,0.0
35.0,834364.0,female,3,2,free/reduced,1,0,2,1,3.0,1,0,61.0,83.0,82.0,1.0,0.0,0.0,1.0
36.0,310710.0,male,4,2,standard,1,1,1,0,3.0,2,0,71.0,64.0,58.0,1.0,0.0,1.0,0.0
37.0,206927.0,male,2,6,free/reduced,1,1,1,1,6.0,1,0,62.0,66.0,66.0,0.0,1.0,0.0,1.0
38.0,325660.0,female,2,1,free/reduced,0,2,2,1,1.0,1,1,39.0,52.0,60.0,0.0,1.0,0.0,1.0
39.0,105278.0,male,4,5,standard,1,1,0,1,3.0,1,2,99.0,90.0,89.0,1.0,0.0,0.0,1.0
40.0,436864.0,female,2,0,standard,0,1,1,1,2.0,2,0,84.0,91.0,94.0,0.0,1.0,1.0,0.0
41.0,422747.0,female,2,3,standard,1,1,1,1,3.0,0,0,67.0,84.0,75.0,0.0,1.0,0.0,1.0
42.0,662721.0,male,2,5,standard,1,0,2,1,3.0,1,1,64.0,45.0,48.0,1.0,0.0,1.0,0.0
43.0,432851.0,female,1,5,standard,1,1,1,0,2.0,0,0,59.0,61.0,61.0,0.0,1.0,1.0,0.0
45.0,880457.0,female,2,6,standard,0,0,2,1,2.0,0,0,57.0,64.0,64.0,1.0,0.0,0.0,1.0
